ID,OrderDate,Sales,Profit
295,2011-01-11,22.428,-17.9424
296,2011-01-11,23.64,3.06
297,2011-01-11,11.664000000000001,-9.066
298,2011-01-11,6.984,-9.966000000000001
299,2011-01-11,10.272,0.8988
300,2011-01-11,21.4,9.63
301,2011-01-11,5.64,1.6356
302,2011-01-11,3.9360000000000004,-4.254
303,2011-01-11,7.52,1.41
304,2011-01-11,3.1319999999999997,-2.61
305,2011-01-12,2807.84,673.8816
306,2011-01-12,1795.92,843.99
307,2011-01-12,909.72,-51.983999999999995
308,2011-01-12,674.058,-19.2588
309,2011-01-12,1181.016,-334.704
310,2011-01-12,1894.05,700.65
311,2011-01-12,180.075,-90.195
312,2011-01-12,271.9,78.851
313,2011-01-12,659.988,109.99799999999999
314,2011-01-12,219.78,59.34
315,2011-01-12,491.0,122.7
316,2011-01-12,392.445,-43.605
317,2011-01-12,111.88799999999999,-2.532
318,2011-01-12,181.3266,28.7466
319,2011-01-12,173.61,10.26
320,2011-01-12,103.38,40.26
321,2011-01-12,583.8,186.76
322,2011-01-12,220.08,50.58
323,2011-01-12,102.33,51.03
324,2011-01-12,46.64,12.5928
325,2011-01-12,58.32,25.65
326,2011-01-12,117.66,12.9
327,2011-01-12,75.72,37.8
328,2011-01-12,102.18,1.02
329,2011-01-12,76.62,21.42
330,2011-01-12,26.49,4.74
331,2011-01-12,45.84,15.5856
332,2011-01-12,58.2,28.518
333,2011-01-12,95.96799999999999,9.5968
334,2011-01-12,64.824,-16.215999999999998
335,2011-01-12,55.0128,12.7728
336,2011-01-12,57.12,2.8
337,2011-01-12,25.272,-40.608000000000004
338,2011-01-12,29.61,10.65
339,2011-01-12,38.68,11.2
340,2011-01-12,27.32,8.44
341,2011-01-12,36.288000000000004,12.7008
342,2011-01-12,28.48,7.12
343,2011-01-12,44.1228,17.4828
344,2011-01-12,13.86,3.3
345,2011-01-12,9.82,3.2406
346,2011-01-12,11.67,3.6
347,2011-01-12,8.128,1.4224
348,2011-01-12,3.9330000000000003,-8.277000000000001
349,2011-01-12,6.34,2.2
350,2011-02-01,314.22,3.12
351,2011-02-02,1052.31,105.21
352,2011-02-02,583.92,-58.56
353,2011-02-02,549.927,-235.773
354,2011-02-02,380.88,102.78
355,2011-02-02,587.4119999999999,104.412
356,2011-02-02,378.81,140.13
357,2011-02-02,692.328,-207.732
358,2011-02-02,468.9,206.31599999999997
359,2011-02-02,729.48,240.72
360,2011-02-02,161.514,43.013999999999996
361,2011-02-02,334.3035,-109.9365
362,2011-02-02,248.02200000000002,8.262
363,2011-02-02,468.12,112.32
364,2011-02-02,266.496,23.256
365,2011-02-02,86.265,-0.015
366,2011-02-02,104.8764,-47.5236
367,2011-02-02,88.83,-76.14
368,2011-02-02,45.975,-41.475
369,2011-02-02,44.13,-7.95
370,2011-02-02,44.1,7.92
371,2011-02-02,56.88,0.54
372,2011-02-02,116.04,12.72
373,2011-02-02,37.8,18.12
374,2011-02-02,94.65,42.45
375,2011-02-02,13.185,-7.935
376,2011-02-02,43.5024,-26.3376
377,2011-02-02,34.02,7.92
378,2011-02-03,775.278,146.328
379,2011-02-03,776.466,94.806
380,2011-02-03,682.4478,186.9678
381,2011-02-03,257.742,31.482
382,2011-02-03,1055.4569999999999,-34.083
383,2011-02-03,210.69,52.65
384,2011-02-03,151.2,32.13
385,2011-02-03,106.704,16.464000000000002
386,2011-02-03,35.52,14.2
387,2011-02-03,36.4,17.472
388,2011-02-03,45.684,4.524
389,2011-02-03,11.36,5.3392
390,2011-02-03,3.424,1.07
391,2011-02-04,683.4960000000001,-79.764
392,2011-02-04,1049.93,293.9804
393,2011-02-04,1278.0,460.08
394,2011-02-04,228.42,83.7
395,2011-02-04,455.664,-307.596
396,2011-02-04,522.72,214.29
397,2011-02-04,3195.0,1150.2
398,2011-02-04,153.52452,-162.79548
399,2011-02-04,154.9,40.274
400,2011-02-04,177.68,46.1968
401,2011-02-04,230.67252000000002,-85.64748
402,2011-02-04,114.76728,-61.152719999999995
403,2011-02-04,81.03,17.82
404,2011-02-04,149.58,55.08
405,2011-02-04,111.84,23.4
406,2011-02-04,172.43928,-3.48072
407,2011-02-04,18.48,-5.12
408,2011-02-04,18.93,7.56
409,2011-02-04,11.8524,3.3924
410,2011-02-04,27.72,4.12
411,2011-02-04,33.488,10.465
412,2011-02-04,15.84,7.127999999999999
413,2011-02-04,9.36,0.0
414,2011-02-04,26.72,9.352
415,2011-02-05,2754.0,358.02
416,2011-02-05,1057.38,454.62
417,2011-02-05,479.98400000000004,89.99700000000001
418,2011-02-05,1388.88,154.23
419,2011-02-05,246.48,93.6
420,2011-02-05,309.36,18.54
421,2011-02-05,520.56,36.36
422,2011-02-05,337.23,10.08
423,2011-02-05,266.28,117.12
424,2011-02-05,155.7,55.98
425,2011-02-05,236.1765,85.2765
426,2011-02-05,287.58,8.58
427,2011-02-05,80.73,30.6
428,2011-02-05,476.76300000000003,78.363
429,2011-02-05,115.05,2.25
430,2011-02-05,73.206,-97.61399999999999
431,2011-02-05,161.94,72.84
432,2011-02-05,97.74,28.32
433,2011-02-05,26.136,1.9602
434,2011-02-05,58.56,2.88
435,2011-02-05,49.23,19.68
436,2011-02-05,49.1775,13.6275
437,2011-02-05,24.156,-11.484000000000002
438,2011-02-05,22.908,-1.1520000000000001
439,2011-02-06,1252.5839999999998,-41.79600000000001
440,2011-02-06,2052.54,410.46
441,2011-02-06,413.3943,182.1843
442,2011-02-06,1502.7839999999999,413.184
443,2011-02-06,976.08,361.08
444,2011-02-06,356.94,107.08200000000001
445,2011-02-06,441.9,0.0
446,2011-02-06,449.64,184.32
447,2011-02-06,1160.7839999999999,489.98400000000004
448,2011-02-06,266.4,122.52
449,2011-02-06,219.6,50.4
450,2011-02-06,286.32,65.82
451,2011-02-06,239.97,67.1916
452,2011-02-06,388.125,-357.075
453,2011-02-06,243.27,-175.23
454,2011-02-06,138.672,18.432000000000002
455,2011-02-06,345.24,72.36
456,2011-02-06,275.502,22.662
457,2011-02-06,126.348,-161.112
458,2011-02-06,182.7546,-89.8254
459,2011-02-06,125.46,-105.39
460,2011-02-06,90.18,-0.06
461,2011-02-06,56.448,-0.972
462,2011-02-06,112.08,4.32
463,2011-02-06,100.92,4.92
464,2011-02-06,49.77,-21.93
465,2011-02-06,72.88,26.96
466,2011-02-06,81.42,11.34
467,2011-02-06,59.808,19.4376
468,2011-02-06,57.023999999999994,3.7439999999999998
469,2011-02-06,73.32,21.996
470,2011-02-06,50.94,7.56
471,2011-02-06,48.36600000000001,-67.734
472,2011-02-06,22.631999999999998,-9.078
473,2011-02-06,26.5848,-7.0752
474,2011-02-06,21.864,-30.066
475,2011-02-06,28.1868,4.7268
476,2011-02-06,30.51,9.72
477,2011-02-06,29.1,4.36
478,2011-02-06,21.9,7.8
479,2011-02-06,8.56,2.6536
480,2011-02-06,12.384,-9.936
481,2011-02-06,7.5198,2.2998
482,2011-02-06,9.888,-7.932
483,2011-02-07,171.28799999999998,-39.972
484,2011-02-07,73.98,19.9746
485,2011-02-07,34.875,-21.645
486,2011-02-07,46.08,5.76
487,2011-02-07,25.184,8.783999999999999
488,2011-02-07,31.968000000000004,-1.632
489,2011-02-07,5.58,2.1762
490,2011-02-08,838.38,226.3626
491,2011-02-08,275.4,-211.14
492,2011-02-08,911.04,282.42
493,2011-02-08,178.25400000000002,-368.406
494,2011-02-08,847.872,222.43200000000002
495,2011-02-08,142.623,-275.757
496,2011-02-08,280.44,131.76
497,2011-02-08,90.3,38.82
498,2011-02-08,157.68,31.5
499,2011-02-08,87.156,-125.064
500,2011-02-08,101.52,33.48
501,2011-02-08,179.88,61.08
502,2011-02-08,101.1,11.1
503,2011-02-08,262.935,-66.645
504,2011-02-08,115.11,13.77
505,2011-02-08,87.96,35.16
506,2011-02-08,143.1,9.96
507,2011-02-08,43.766999999999996,-80.253
508,2011-02-08,96.8,23.2
509,2011-02-08,18.9,-32.76
510,2011-02-08,13.296,0.41600000000000004
511,2011-02-08,116.0775,-65.5725
512,2011-02-08,29.232,-29.328000000000003
513,2011-02-08,62.16,29.8
514,2011-02-08,34.02,11.22
515,2011-02-08,26.7,12.549000000000001
516,2011-02-08,22.74,6.36
517,2011-02-08,28.96,6.32
518,2011-02-08,10.565999999999999,-17.634
519,2011-02-08,21.2,9.116
520,2011-02-08,4.14,-7.05
521,2011-02-08,10.41,3.51
522,2011-02-08,4.788,-9.282
523,2011-02-09,922.95,341.49
524,2011-02-09,2076.606,59.166000000000004
525,2011-02-09,1793.98,843.1706
526,2011-02-09,1236.465,302.175
527,2011-02-09,561.495,-316.605
528,2011-02-09,249.84,69.84
529,2011-02-09,189.96,0.0
530,2011-02-09,475.944,95.1888
531,2011-02-09,559.71,-121.2705
532,2011-02-09,541.44,-189.6
533,2011-02-09,307.395,99.045
534,2011-02-09,486.36,213.96
535,2011-02-09,578.64,98.28
536,2011-02-09,213.3,33.15
537,2011-02-09,220.968,4.788
538,2011-02-09,95.64,21.0
539,2011-02-09,158.6,39.6
540,2011-02-09,243.81,26.73
541,2011-02-09,405.92,68.96
542,2011-02-09,80.1,39.24
543,2011-02-09,174.33,27.81
544,2011-02-09,57.75,16.17
545,2011-02-09,239.976,53.9946
546,2011-02-09,86.4,12.96
547,2011-02-09,352.59,158.55
548,2011-02-09,147.96,16.2
549,2011-02-09,70.71,4.9497
550,2011-02-09,131.07,14.4
551,2011-02-09,44.97,13.47
552,2011-02-09,43.83,14.4
553,2011-02-09,79.884,-47.976000000000006
554,2011-02-09,35.04,5.52
555,2011-02-09,52.8,19.5
556,2011-02-09,75.0,34.44
557,2011-02-09,131.76,0.0
558,2011-02-09,107.28,26.82
559,2011-02-09,105.3,46.32
560,2011-02-09,50.28,6.48
561,2011-02-09,105.6,52.8
562,2011-02-09,97.56,4.86
563,2011-02-09,80.64,12.06
564,2011-02-09,221.4,24.24
565,2011-02-09,49.248000000000005,-8.232000000000001
566,2011-02-09,34.3,7.8
567,2011-02-09,14.94,7.0218
568,2011-02-09,23.16,7.62
569,2011-02-09,86.58,32.76
570,2011-02-09,21.24,8.0712
571,2011-02-09,19.9,8.955
572,2011-02-09,68.22,15.66
573,2011-02-09,18.063,8.013
574,2011-02-09,17.88,-18.33
575,2011-02-09,21.924,-1.8359999999999999
576,2011-02-09,20.52,6.75
577,2011-02-09,13.32,-8.48
578,2011-02-09,14.6916,0.8316
579,2011-02-09,12.3,4.65
580,2011-02-09,11.1552,3.7152
581,2011-02-09,16.152,1.3119999999999998
582,2011-02-09,9.3,2.46
583,2011-02-10,318.4,107.46
584,2011-02-10,230.37599999999998,20.1579
585,2011-02-10,12.767999999999999,4.6284
586,2011-02-10,15.36,-3.264
587,2011-02-10,4.672,1.46
588,2011-02-10,9.408,3.4104
589,2011-02-10,7.16,-0.0895
590,2011-02-11,336.24,73.92
591,2011-02-11,1262.0610000000001,-42.129
592,2011-02-11,799.92,239.976
593,2011-02-11,177.66,62.1
594,2011-02-11,607.92,91.08
595,2011-02-11,649.35,25.95
596,2011-02-11,385.02,127.02
597,2011-02-11,593.46,250.53
598,2011-02-11,539.964,-107.9928
599,2011-02-11,362.92,105.2468
600,2011-02-11,504.72,232.11
601,2011-02-11,103.92,0.0
602,2011-02-11,178.08,-44.52
603,2011-02-11,136.68,46.47
604,2011-02-11,199.584,22.104
605,2011-02-11,154.26,13.86
606,2011-02-11,177.84,81.6
607,2011-02-11,85.23,35.73
608,2011-02-11,102.84,9.24
609,2011-02-11,89.34,24.1218
610,2011-02-11,227.82,0.0
611,2011-02-11,46.38399999999999,5.2182
612,2011-02-11,71.34,9.96
613,2011-02-11,64.824,-61.596000000000004
614,2011-02-11,33.18,4.26
615,2011-02-11,66.45,3.9
616,2011-02-11,88.77600000000001,7.7679
617,2011-02-11,24.72,10.86
618,2011-02-11,36.6,13.16
619,2011-02-11,44.06399999999999,-2.946
620,2011-02-11,50.232,-10.0464
621,2011-02-11,52.792,4.6193
622,2011-02-11,45.684,-56.376000000000005
623,2011-02-11,26.04,8.85
624,2011-02-11,41.94,15.0984
625,2011-02-11,34.86,16.0356
626,2011-02-11,38.466,-30.774
627,2011-02-11,32.19,12.21
628,2011-02-11,28.08,13.68
629,2011-02-11,32.52,13.32
630,2011-02-11,22.734,7.553999999999999
631,2011-02-11,19.242,-13.4694
632,2011-02-11,14.49,4.77
633,2011-02-11,7.6,1.12
634,2011-02-11,21.68,6.04
635,2011-02-11,22.23,9.99
636,2011-02-11,8.91,1.59
637,2011-02-11,40.152,-24.108
638,2011-02-12,883.92,-110.49
639,2011-02-12,379.287,151.67700000000002
640,2011-02-12,676.2,81.06
641,2011-02-12,370.81800000000004,-41.202
642,2011-02-12,281.82,56.34
643,2011-02-12,299.58,0.0
644,2011-02-12,349.2,108.24
645,2011-02-12,504.72,232.11
646,2011-02-12,889.92,355.86
647,2011-02-12,219.4275,82.4775
648,2011-02-12,228.0,91.2
649,2011-02-12,239.84,64.7568
650,2011-02-12,246.0,105.75
651,2011-02-12,644.88,309.48
652,2011-02-12,119.96,52.7824
653,2011-02-12,145.98,26.19
654,2011-02-12,146.82,73.41
655,2011-02-12,119.8,29.95
656,2011-02-12,60.72,23.6808
657,2011-02-12,94.6305,-0.0495
658,2011-02-12,70.56,1.35
659,2011-02-12,46.72,15.767999999999999
660,2011-02-12,58.36,-24.803
661,2011-02-12,23.31,4.86
662,2011-02-12,39.96,-23.976
663,2011-02-12,15.66,7.2036
664,2011-02-12,30.51,13.11
665,2011-02-12,18.96,-22.77
666,2011-02-12,13.14,1.26
667,2011-02-12,26.49,4.74
668,2011-02-12,8.94,1.95
669,2011-02-12,16.464000000000002,1.4406
670,2011-02-12,15.24,7.1628
671,2011-02-12,5.95,0.833
672,2011-02-12,2.394,-6.3441
673,2011-03-01,276.10200000000003,110.412
674,2011-03-01,912.456,-319.464
675,2011-03-01,666.84,253.32
676,2011-03-01,337.6395,-122.8005
677,2011-03-01,211.1805,-70.3995
678,2011-03-01,854.49,290.43
679,2011-03-01,192.87,50.13
680,2011-03-01,159.444,-95.676
681,2011-03-01,195.2,44.88
682,2011-03-01,122.58,42.9
683,2011-03-01,69.3,3.42
684,2011-03-01,68.868,-26.412
685,2011-03-01,135.1182,-45.9018
686,2011-03-01,35.883,4.743
687,2011-03-01,51.84,7.77
688,2011-03-01,62.34,8.7
689,2011-03-01,81.24,26.76
690,2011-03-01,47.43,17.07
691,2011-03-01,6.006,0.546
692,2011-03-01,16.71,4.17
693,2011-03-02,90.63,-61.65
694,2011-03-02,180.96,13.572000000000001
695,2011-03-02,25.488000000000003,-22.962
696,2011-03-02,29.82,5.64
697,2011-03-02,18.336,-12.224
698,2011-03-02,9.06,4.5
699,2011-03-02,12.35,5.8045
700,2011-03-03,1619.1,258.9
701,2011-03-03,1095.66,65.7
702,2011-03-03,751.872,56.352
703,2011-03-03,310.5,90.03
704,2011-03-03,597.84,263.04
705,2011-03-03,489.0,97.8
706,2011-03-03,825.0606,-389.1594
707,2011-03-03,302.45,-199.61700000000002
708,2011-03-03,626.352,-23.4882
709,2011-03-03,491.76,4.8
710,2011-03-03,125.76,40.872
711,2011-03-03,333.66,-200.24
712,2011-03-03,731.07,160.83
713,2011-03-03,139.8,57.3
714,2011-03-03,176.77200000000002,-459.6072
715,2011-03-03,113.28,29.43
716,2011-03-03,119.07,-99.27
717,2011-03-03,126.15,27.75
718,2011-03-03,57.6,28.8
719,2011-03-03,69.15,1.38
720,2011-03-03,41.79600000000001,10.655999999999999
721,2011-03-03,58.98,12.36
722,2011-03-03,25.32,9.1785
723,2011-03-03,31.17,4.35
724,2011-03-03,57.168,-91.512
725,2011-03-03,44.672,-10.0512
726,2011-03-03,16.308,-9.552
727,2011-03-03,15.12,4.914
728,2011-03-03,7.848,-0.672
729,2011-03-03,12.372,-6.608
730,2011-03-03,19.456,3.4048
731,2011-03-03,23.88,10.02
732,2011-03-03,9.99,4.5954
733,2011-03-03,13.95,6.39
734,2011-03-04,390.72,109.2
735,2011-03-04,163.32,6.48
736,2011-03-04,58.56,8.16
737,2011-03-04,159.98,57.5928
738,2011-03-04,33.21,0.27
739,2011-03-04,62.31,22.4316
740,2011-03-04,11.16,5.58
741,2011-03-05,642.72,224.94
742,2011-03-05,532.77,111.72
743,2011-03-05,534.438,231.588
744,2011-03-05,600.36,66.0
745,2011-03-05,145.96200000000002,6.462000000000001
746,2011-03-05,182.898,42.648
747,2011-03-05,588.6,117.72
748,2011-03-05,86.346,7.626
749,2011-03-05,98.88,28.62
750,2011-03-05,423.24,21.12
751,2011-03-05,88.86,29.28
752,2011-03-05,107.04,25.68
753,2011-03-05,116.64,17.46
754,2011-03-05,175.7,50.82
755,2011-03-05,54.66,20.22
756,2011-03-05,62.4,4.98
757,2011-03-05,23.82,2.85
758,2011-03-05,101.1,11.1
759,2011-03-05,49.32,6.39
760,2011-03-05,50.7,22.8
761,2011-03-05,97.264,-8.516
762,2011-03-05,28.02,10.32
763,2011-03-05,54.0579,4.5579
764,2011-03-05,145.98,4.32
765,2011-03-05,27.18,1.32
766,2011-03-05,40.176,14.5638
767,2011-03-05,59.52,3.54
